Pokemon,X,Y,Z
Outland Bellossom,1848,548,6
Lurantis,2538,548,6
Outland Bellossom,1841,549,6
Outland Quagsire,1983,549,6
Outland Bellossom,1844,550,6
Outland Girafarig,1901,550,6
Outland Girafarig,1921,550,6
Outland Bellossom,1848,551,6
Outland Piloswine,1796,552,6
Outland Quagsire,1960,552,6
Outland Quagsire,1943,553,6
Outland Piloswine,1787,554,6
Outland Piloswine,1803,554,6
Outland Girafarig,1897,554,6
Outland Quagsire,1980,555,6
Outland Girafarig,1923,556,6
Outland Girafarig,1928,556,6
Outland Quagsire,1954,556,6
Outland Quagsire,1942,557,6
Outland Piloswine,1809,558,6
Outland Girafarig,1919,558,6
Outland Quagsire,1947,558,6
Outland Quagsire,1960,558,6
Outland Girafarig,1899,559,6
Outland Girafarig,1903,559,6
Outland Girafarig,1925,559,6
Outland Girafarig,1928,560,6
Outland Quagsire,1964,560,6
Outland Quagsire,1967,560,6
Outland Quagsire,1976,560,6
Outland Girafarig,1916,561,6
Outland Piloswine,1780,562,6
Outland Piloswine,1812,562,6
Outland Girafarig,1897,563,6
Outland Girafarig,1902,564,6
Outland Girafarig,1911,564,6
Outland Quagsire,1962,564,6
Outland Quagsire,1972,564,6
Outland Quagsire,1978,565,6
Outland Piloswine,1784,568,6
Outland Piloswine,1838,568,6
Outland Girafarig,1898,569,6
Kommo O,2290,570,6
Kommo O,2296,571,6
Kommo O,2302,572,6
Kommo O,2317,572,6
Kommo O,2322,572,6
Outland Quagsire,1983,573,6
Kommo O,2312,573,6
Outland Quagsire,1956,574,6
Outland Piloswine,1838,575,6
Kommo O,2290,575,6
Kommo O,2299,575,6
Kommo O,2307,575,6
Outland Piloswine,1785,576,6
Outland Piloswine,1861,577,6
Outland Girafarig,1901,577,6
Kommo O,2294,577,6
Outland Girafarig,1897,578,6
Outland Quagsire,1955,578,6
Outland Quagsire,1986,578,6
Kommo O,2318,578,6
Kommo O,2326,578,6
Kommo O,2312,579,6
Outland Piloswine,1852,580,6
Kommo O,2307,580,6
Outland Quagsire,1987,581,6
Outland Piloswine,1781,582,6
Outland Piloswine,1842,582,6
Outland Girafarig,1900,582,6
Outland Girafarig,1896,583,6
Outland Quagsire,1958,583,6
Outland Quagsire,1981,583,6
Outland Piloswine,1861,584,6
Kommo O,2311,584,6
Outland Piloswine,1848,585,6
Outland Piloswine,1857,585,6
Outland Quagsire,1964,586,6
Outland Quagsire,1974,586,6
Kommo O,2303,586,6
Kommo O,2321,586,6
Outland Girafarig,1890,587,6
Outland Girafarig,1895,587,6
Outland Piloswine,1788,588,6
Kommo O,2307,588,6
Outland Quagsire,1969,589,6
Outland Quagsire,1974,589,6
Outland Quagsire,1980,589,6
Kommo O,2295,589,6
Kommo O,2313,589,6
Outland Girafarig,1889,591,6
Kommo O,2320,591,6
Outland Girafarig,1894,593,6
Outland Piloswine,1789,595,6
Outland Piloswine,1794,595,6
Outland Piloswine,1856,595,6
Kommo O,2299,595,6
Kommo O,2308,595,6
Kommo O,2316,595,6
Kommo O,2323,595,6
Outland Girafarig,1890,596,6
Kommo O,2312,597,6
Outland Piloswine,1850,598,6
Kommo O,2292,598,6
Outland Girafarig,1886,599,6
Kommo O,2319,599,6
Kommo O,2298,600,6
Kommo O,2303,600,6
Kommo O,2325,600,6
Outland Piloswine,1787,601,6
Outland Piloswine,1794,601,6
Outland Girafarig,1889,601,6
Kommo O,2313,603,6
Kommo O,2320,603,6
Araquanid,2428,603,6
Kommo O,2293,604,6
Araquanid,2424,604,6
Outland Piloswine,1798,605,6
Outland Piloswine,1856,605,6
Kommo O,2299,605,6
Kommo O,2308,605,6
Araquanid,2431,606,6
Outland Piloswine,1794,607,6
Outland Piloswine,1824,607,6
Outland Piloswine,1849,608,6
Kommo O,2303,608,6
Kommo O,2320,608,6
Araquanid,2400,608,6
Araquanid,2420,608,6
Kommo O,2311,609,6
Araquanid,2427,609,6
Outland Piloswine,1809,610,6
Araquanid,2410,610,6
Outland Piloswine,1817,611,6
Kommo O,2294,612,6
Kommo O,2305,612,6
Outland Piloswine,1828,613,6
Kommo O,2310,613,6
Araquanid,2401,613,6
Outland Piloswine,1823,614,6
Outland Piloswine,1845,614,6
Araquanid,2412,614,6
Salazzle,2503,614,6
Salazzle,2507,614,6
Salazzle,2537,614,6
Salazzle,2543,614,6
Outland Piloswine,1812,615,6
Araquanid,2387,615,6
Araquanid,2393,615,6
Salazzle,2547,615,6
Outland Piloswine,1840,616,6
Outland Piloswine,1805,617,6
Kommo O,2308,617,6
Kommo O,2321,617,6
Salazzle,2507,617,6
Salazzle,2536,617,6
Kommo O,2294,618,6
Araquanid,2407,618,6
Salazzle,2502,618,6
Araquanid,2398,619,6
Salazzle,2540,619,6
Salazzle,2545,619,6
Araquanid,2385,620,6
Outland Piloswine,1806,621,6
Kommo O,2306,621,6
Kommo O,2311,621,6
Araquanid,2391,621,6
Salazzle,2539,621,6
Kommo O,2289,622,6
Kommo O,2296,622,6
Kommo O,2302,622,6
Kommo O,2318,622,6
Araquanid,2380,622,6
Salazzle,2567,622,6
Araquanid,2402,623,6
Salazzle,2561,623,6
Kommo O,2324,624,6
Araquanid,2407,625,6
Salazzle,2565,625,6
Kommo O,2292,626,6
Araquanid,2383,626,6
Salazzle,2567,627,6
Kommo O,2297,628,6
Kommo O,2316,628,6
Salazzle,2519,628,6
Salazzle,2562,628,6
Kommo O,2324,629,6
Araquanid,2388,629,6
Araquanid,2411,629,6
Kommo O,2291,630,6
Kommo O,2320,630,6
Salazzle,2564,630,6
Araquanid,2415,632,6
Araquanid,2423,633,6
Salazzle,2525,633,6
Salazzle,2518,634,6
Salazzle,2531,634,6
Araquanid,2426,635,6
Araquanid,2417,636,6
Salazzle,2510,636,6
Salazzle,2543,636,6
Salazzle,2524,638,6
Araquanid,2423,639,6
Salazzle,2516,639,6
Salazzle,2550,639,6
Salazzle,2509,640,6
Salazzle,2529,641,6
Araquanid,2431,643,6
Salazzle,2542,643,6
Araquanid,2422,644,6
Salazzle,2515,644,6
Salazzle,2548,646,6
Araquanid,2426,647,6
Araquanid,2417,649,6
Araquanid,2422,650,6
Salazzle,2553,652,6
Araquanid,2413,653,6
Salazzle,2543,653,6
Araquanid,2421,656,6
Salazzle,2504,656,6
Araquanid,2409,657,6
Salazzle,2522,657,6
Salazzle,2547,657,6
Araquanid,2396,658,6
Salazzle,2566,658,6
Salazzle,2574,658,6
Salazzle,2500,660,6
Salazzle,2526,660,6
Araquanid,2391,661,6
Araquanid,2402,661,6
Salazzle,2520,662,6
Salazzle,2570,662,6
Araquanid,2399,663,6
Araquanid,2409,663,6
Salazzle,2547,663,6
Salazzle,2564,663,6
Salazzle,2503,664,6
Salazzle,2516,664,6
Salazzle,2529,664,6
Araquanid,2415,665,6
Salazzle,2499,665,6
Salazzle,2560,665,6
Salazzle,2527,666,6
Araquanid,2393,667,6
Salazzle,2569,667,6
Araquanid,2409,668,6
Salazzle,2522,668,6
Florges,2314,669,6
Florges,2319,669,6
Salazzle,2502,669,6
Salazzle,2564,669,6
Araquanid,2389,670,6
Araquanid,2419,670,6
Florges,2316,671,6
Araquanid,2399,671,6
Salazzle,2498,671,6
Florges,2312,672,6
Florges,2321,673,6
Araquanid,2415,673,6
Salazzle,2535,673,6
Florges,2315,674,6
Salazzle,2503,674,6
Florges,2319,675,6
Salazzle,2529,675,6
Salazzle,2499,676,6
Salazzle,2533,677,6
Slowpoke,894,678,6
Florges,2309,678,6
Salazzle,2539,678,6
Salazzle,2528,679,6
Florges,2328,680,6
Slowpoke,900,681,6
Florges,2325,681,6
Slowpoke,893,682,6
Salazzle,2537,682,6
Florges,2306,683,6
Salazzle,2532,683,6
Jigglypuff,635,684,6
Florges,2302,684,6
Florges,2330,684,6
Jigglypuff,631,685,6
Slowpoke,899,685,6
Florges,2327,686,6
Florges,2333,686,6
Jigglypuff,627,687,6
Slowpoke,904,687,6
Florges,2305,687,6
Florges,2302,689,6
Florges,2325,689,6
Florges,2330,689,6
Clefable,546,690,6
Clefable,581,690,6
Jigglypuff,621,691,6
Jigglypuff,630,691,6
Slowbro,782,691,6
Clefable,551,692,6
Florges,2306,692,6
Florges,2328,692,6
Clefable,559,693,6
Slowbro,778,693,6
Clefable,547,694,6
Clefable,565,694,6
Clefable,585,694,6
Clefable,555,695,6
Clefable,577,695,6
Jigglypuff,627,695,6
Jigglypuff,633,696,6
Florges,2314,696,6
Florges,2320,696,6
Clefable,551,697,6
Clefable,560,697,6
Clefable,571,697,6
Clefable,582,698,6
Clefable,588,698,6
Slowbro,781,698,6
Florges,2310,698,6
Clefable,566,699,6
Florges,2319,699,6
Clefable,574,700,6
Jigglypuff,631,700,6
Jigglypuff,646,700,6
Florges,2316,700,6
Clefable,549,701,6
Jigglypuff,651,701,6
Slowbro,778,701,6
Florges,2313,701,6
Clefable,569,703,6
Clefable,586,703,6
Jigglypuff,656,703,6
Jigglypuff,663,704,6
Clefable,553,705,6
Slowbro,782,705,6
Jigglypuff,651,706,6
Clefable,573,707,6
Clefable,592,707,6
Clefable,551,709,6
Clefable,566,709,6
Jigglypuff,663,709,6
Slowbro,778,709,6
Clefable,559,710,6
Clefable,588,710,6
Clefable,569,712,6
Wigglytuff,625,713,6
Wigglytuff,636,713,6
Clefable,584,714,6
Wigglytuff,619,714,6
Slowbro,783,714,6
Clefable,555,716,6
Clefable,561,716,6
Clefable,592,716,6
Wigglytuff,631,716,6
Slowbro,881,716,6
Wigglytuff,626,717,6
Wigglytuff,641,717,6
Wigglytuff,651,718,6
Wigglytuff,611,719,6
Clefable,580,720,6
Wigglytuff,619,720,6
Wigglytuff,637,720,6
Wigglytuff,646,720,6
Slowpoke,887,720,6
Clefable,586,721,6
Slowbro,827,721,6
Clefable,575,722,6
Wigglytuff,606,722,6
Wigglytuff,656,722,6
Slowbro,836,722,6
Slowpoke,845,722,6
Slowpoke,855,722,6
Clefable,553,723,6
Clefable,561,723,6
Wigglytuff,675,723,6
Slowpoke,880,723,6
Clefable,568,724,6
Wigglytuff,671,724,6
Slowbro,863,724,6
Kingler,1008,724,6
Wigglytuff,613,725,6
Wigglytuff,651,725,6
Wigglytuff,660,725,6
Slowbro,850,725,6
Clefable,574,726,6
Clefable,580,726,6
Wigglytuff,668,726,6
Clefable,556,727,6
Wigglytuff,619,727,6
Slowpoke,831,727,6
Vikavolt,2485,727,6
Vikavolt,2496,727,6
Wigglytuff,655,728,6
Slowbro,839,728,6
Slowpoke,857,728,6
Slowbro,886,728,6
Vikavolt,2518,728,6
Wigglytuff,664,729,6
Slowbro,826,729,6
Slowbro,868,729,6
Vikavolt,2523,729,6
Wigglytuff,670,731,6
Slowbro,880,731,6
Vikavolt,2478,731,6
Vikavolt,2491,731,6
Vikavolt,2527,731,6
Wigglytuff,615,732,6
Wigglytuff,621,732,6
Vikavolt,2483,733,6
Wigglytuff,626,734,6
Vikavolt,2516,734,6
Vikavolt,2522,734,6
Wigglytuff,647,735,6
Kingler,769,735,6
Dugtrio,1161,735,6
Vikavolt,2531,735,6
Wigglytuff,631,736,6
Wigglytuff,637,736,6
Wigglytuff,641,736,6
Wigglytuff,665,736,6
Kingler,783,736,6
Vikavolt,2473,736,6
Wigglytuff,619,737,6
Wigglytuff,626,738,6
Kingler,777,738,6
Vikavolt,2480,738,6
Vikavolt,2525,738,6
Wigglytuff,633,739,6
Wigglytuff,646,739,6
Wigglytuff,661,739,6
Wigglytuff,669,739,6
Wigglytuff,652,740,6
Wigglytuff,656,740,6
Kingler,767,740,6
Vikavolt,2487,740,6
Vikavolt,2474,742,6
Kingler,895,743,6
Dugtrio,1161,743,6
Elekid,1321,743,6
Vikavolt,2528,743,6
Wigglytuff,651,744,6
Wigglytuff,664,744,6
Kingler,783,744,6
Kingler,774,745,6
Electabuzz,1315,745,6
Wigglytuff,657,746,6
Dugtrio,1167,746,6
Vikavolt,2468,746,6
Dugtrio,1162,747,6
Vikavolt,2490,747,6
Vikavolt,2524,747,6
Electabuzz,1325,748,6
Kingler,850,749,6
Kingler,830,750,6
Vikavolt,2528,750,6
Kingler,818,751,6
Kingler,842,751,6
Dugtrio,1155,751,6
Vikavolt,2471,751,6
Vikavolt,2500,751,6
Dugtrio,1160,752,6
Sandshrew,1181,752,6
Elekid,1317,752,6
Outland Houndoom,1921,752,6
Dragapult,2390,752,6
Vikavolt,2488,752,6
Vikavolt,2517,752,6
Dugtrio,1107,753,6
Sandslash,1185,753,6
Dragapult,2397,753,6
Vikavolt,2523,753,6
Vikavolt,2532,753,6
Kingler,858,754,6
Outland Houndoom,1914,754,6
Vikavolt,2505,754,6
Vikavolt,2511,754,6
Kingler,835,755,6
Dugtrio,1115,755,6
Dugtrio,1148,755,6
Dragapult,2378,755,6
Vikavolt,2482,755,6
Vikavolt,2494,755,6
Onix,445,756,6
Dugtrio,1154,756,6
Vikavolt,2477,756,6
Kingler,823,757,6
Kingler,851,757,6
Sandslash,1179,757,6
Elekid,1326,757,6
Vikavolt,2470,757,6
Vikavolt,2500,757,6
Vikavolt,2507,757,6
Vikavolt,2544,757,6
Dugtrio,1140,758,6
Outland Houndoom,1921,758,6
Onix,437,759,6
Dugtrio,1130,759,6
Dugtrio,1146,759,6
Sandslash,1183,759,6
Outland Houndoom,1929,759,6
Dragapult,2384,759,6
Dragapult,2398,759,6
Vikavolt,2516,759,6
Vikavolt,2537,759,6
Onix,448,760,6
Zubat,997,760,6
Dugtrio,1110,760,6
Dugtrio,1116,760,6
Dugtrio,1153,760,6
Outland Noctowl,1838,760,6
Outland Houndoom,1910,760,6
Dragapult,2390,760,6
Kingler,858,761,6
Dugtrio,1122,761,6
Dugtrio,1136,761,6
Sandshrew,1181,761,6
Vikavolt,2474,761,6
Electabuzz,1319,762,6
Outland Noctowl,1825,762,6
Outland Noctowl,1850,762,6
Outland Houndoom,1925,762,6
Outland Houndoom,1937,762,6
Dragapult,2375,762,6
Vikavolt,2494,762,6
Vikavolt,2544,762,6
Kingler,849,763,6
Dugtrio,1144,763,6
Electabuzz,1324,763,6
Outland Noctowl,1832,763,6
Outland Noctowl,1845,763,6
Vikavolt,2539,763,6
Dugtrio,1134,764,6
Sandslash,1176,764,6
Vikavolt,2499,764,6
Kingler,829,765,6
Dugtrio,1115,765,6
Electabuzz,1310,765,6
Vikavolt,2470,765,6
Vikavolt,2516,765,6
Onix,432,766,6
Kingler,842,766,6
Outland Noctowl,1823,766,6
Dragapult,2380,766,6
Vikavolt,2547,766,6
Onix,424,767,6
Kingler,821,767,6
Sandslash,1180,767,6
Outland Noctowl,1851,767,6
Outland Houndoom,1923,767,6
Outland Houndoom,1937,767,6
Vikavolt,2521,767,6
Onix,440,768,6
Electabuzz,1318,768,6
Outland Noctowl,1819,768,6
Outland Houndoom,1945,768,6
Dragapult,2392,768,6
Vikavolt,2503,768,6
Kingler,847,769,6
Outland Houndoom,1941,769,6
Dragapult,2328,769,6
Vikavolt,2510,769,6
Vikavolt,2542,769,6
Vikavolt,2476,770,6
Vikavolt,2494,770,6
Kingler,833,771,6
Elekid,1310,771,6
Outland Noctowl,1811,771,6
Vikavolt,2468,771,6
Sandslash,1175,772,6
Electabuzz,1301,772,6
Dragapult,2337,772,6
Vikavolt,2485,772,6
Vikavolt,2515,772,6
Vikavolt,2522,772,6
Outland Noctowl,1805,773,6
Outland Noctowl,1815,773,6
Vikavolt,2503,773,6
Onix,424,774,6
Outland Noctowl,1823,774,6
Outland Houndoom,1918,774,6
Outland Houndoom,1942,774,6
Vikavolt,2473,774,6
Vikavolt,2480,774,6
Sandslash,1180,775,6
Electabuzz,1306,775,6
Dragapult,2319,775,6
Dragapult,2325,775,6
Vikavolt,2489,775,6
Onix,415,776,6
Outland Noctowl,1816,776,6
Outland Noctowl,1853,776,6
Outland Houndoom,1947,776,6
Dragapult,2331,776,6
Dragapult,2366,776,6
Vikavolt,2466,776,6
Vikavolt,2519,776,6
Dugtrio,1102,777,6
Electabuzz,1295,777,6
Electabuzz,1346,777,6
Elekid,1355,777,6
Outland Noctowl,1800,777,6
Outland Noctowl,1807,777,6
Outland Houndoom,1917,777,6
Dugtrio,1137,778,6
Outland Houndoom,1910,778,6
Onix,440,779,6
Dugtrio,1096,779,6
Dugtrio,1127,779,6
Electabuzz,1301,779,6
Electabuzz,1332,779,6
Dragapult,2337,779,6
Onix,430,780,6
Dugtrio,1143,780,6
Outland Houndoom,1926,780,6
Outland Houndoom,1949,780,6
Dragapult,2316,780,6
Dragapult,2360,780,6
Dragapult,2372,780,6
Onix,417,781,6
Outland Noctowl,1823,781,6
Dugtrio,1133,782,6
Dugtrio,1158,782,6
Elekid,1293,782,6
Elekid,1361,782,6
Outland Noctowl,1796,782,6
Dragapult,2323,782,6
Onix,410,783,6
Elekid,1334,783,6
Elekid,1351,783,6
Outland Noctowl,1854,783,6
Dugtrio,1099,784,6
Dugtrio,1118,784,6
Outland Houndoom,1945,784,6
Dragapult,2367,784,6
Graveler,538,785,6
Electabuzz,1368,785,6
Outland Houndoom,1915,785,6
Dragapult,2335,785,6
Dragapult,2342,785,6
Dragapult,2386,785,6
Onix,432,786,6
Onix,438,786,6
Dugtrio,1140,786,6
Sandslash,1176,786,6
Electabuzz,1346,786,6
Elekid,1355,786,6
Outland Noctowl,1788,786,6
Golem,547,787,6
Sandslash,1180,787,6
Electabuzz,1336,787,6
Outland Noctowl,1793,787,6
Outland Noctowl,1849,787,6
Outland Houndoom,1938,787,6
Dragapult,2320,787,6
Dragapult,2372,787,6
Dugtrio,1094,788,6
Dugtrio,1152,788,6
Outland Noctowl,1828,788,6
Outland Houndoom,1926,788,6
Dragapult,2327,788,6
Dragapult,2379,788,6
Dugtrio,1118,789,6
Electabuzz,1341,789,6
Electabuzz,1352,789,6
Outland Houndoom,1895,789,6
Outland Houndoom,1929,789,6
Outland Houndoom,1949,789,6
Dugtrio,1101,790,6
Dugtrio,1159,790,6
Dragapult,2361,790,6
Dragapult,2384,790,6
Golem,542,791,6
Outland Noctowl,1796,791,6
Outland Noctowl,1835,791,6
Outland Noctowl,1853,791,6
Outland Houndoom,1946,791,6
Dragapult,2339,791,6
Dugtrio,1145,792,6
Dugtrio,1151,792,6
Sandshrew,1181,792,6
Outland Noctowl,1786,792,6
Outland Noctowl,1842,792,6
Outland Houndoom,1943,792,6
Dragapult,2357,792,6
Graveler,550,793,6
Sandshrew,1169,793,6
Sandslash,1172,793,6
Elekid,1340,793,6
Electabuzz,1362,793,6
Outland Noctowl,1822,793,6
Outland Houndoom,1923,793,6
Dragapult,2325,793,6
Dragapult,2333,793,6
Onix,403,794,6
Golem,538,794,6
Magnemite,1252,794,6
Dugtrio,1113,795,6
Electabuzz,1348,795,6
Electabuzz,1357,795,6
Outland Noctowl,1801,795,6
Outland Houndoom,1898,795,6
Outland Houndoom,1947,795,6
Onix,410,796,6
Onix,427,796,6
Dugtrio,1119,796,6
Elekid,1334,796,6
Outland Noctowl,1851,796,6
Golem,567,797,6
Dugtrio,1138,797,6
Dugtrio,1151,797,6
Magnemite,1259,797,6
Magnemite,1265,797,6
Outland Noctowl,1820,797,6
Outland Houndoom,1903,797,6
Dragapult,2354,797,6
Golem,559,798,6
Sandslash,1172,798,6
Pikachu,1228,798,6
Pichu,1238,798,6
Magnemite,1253,798,6
Magnemite,1272,798,6
Electabuzz,1360,798,6
Outland Houndoom,1922,798,6
Graveler,523,799,6
Golem,532,799,6
Dugtrio,1128,799,6
Dugtrio,1142,799,6
Electabuzz,1342,799,6
Outland Noctowl,1806,799,6
Outland Houndoom,1942,799,6
Onix,418,800,6
Onix,430,800,6
Dugtrio,1120,800,6
Electabuzz,1328,800,6
Elekid,1347,800,6
Electabuzz,1354,800,6
Outland Noctowl,1815,800,6
Golem,516,801,6
Golem,552,801,6
Dugtrio,1132,801,6
Pikachu,1214,801,6
Pichu,1232,801,6
Outland Noctowl,1799,801,6
Outland Noctowl,1821,801,6
Outland Houndoom,1907,801,6
Onix,407,802,6
Graveler,540,802,6
Venomoth,843,802,6
Venonat,848,802,6
Magnemite,1259,802,6
Magnemite,1268,802,6
Magnemite,1275,802,6
Elekid,1320,802,6
Golem,528,803,6
Pichu,1211,803,6
Electabuzz,1335,803,6
Elekid,1361,803,6
Outland Houndoom,1901,803,6
Venonat,854,804,6
Outland Noctowl,1853,804,6
Outland Houndoom,1922,804,6
Venonat,861,805,6
Pichu,1207,805,6
Pikachu,1229,805,6
Outland Houndoom,1939,805,6
Golem,509,806,6
Golem,567,806,6
Rhydon,738,806,6
Pichu,1222,806,6
Pichu,1237,806,6
Elekid,1325,806,6
Elekid,1345,806,6
Electabuzz,1354,806,6
Outland Houndoom,1944,806,6
Rhyhorn,731,807,6
Pikachu,1212,807,6
Magnemite,1261,807,6
Magnemite,1269,807,6
Magnemite,1279,807,6
Outland Houndoom,1921,807,6
Golem,514,808,6
Graveler,550,808,6
Elekid,1339,808,6
Outland Noctowl,1851,808,6
Outland Houndoom,1916,808,6
Graveler,527,809,6
Rhydon,697,809,6
Venonat,876,809,6
Pichu,1232,809,6
Magnemite,1265,809,6
Magnemite,1274,809,6
Outland Houndoom,1903,809,6
Outland Houndoom,1924,809,6
Outland Houndoom,1945,809,6
Tyrogue,296,810,6
Golem,519,810,6
Golem,537,810,6
Graveler,559,810,6
Rhyhorn,701,810,6
Magnemite,1259,810,6
Magnemite,1271,810,6
Magnemite,1277,810,6
Outland Noctowl,1855,810,6
Outland Houndoom,1936,810,6
Hitmonchan,285,811,6
Rhyhorn,742,811,6
Rhydon,749,811,6
Venomoth,848,811,6
Venomoth,881,811,6
Pikachu,1200,811,6
Pichu,1206,811,6
Outland Noctowl,1821,811,6
Outland Noctowl,1847,811,6
Graveler,508,812,6
Golem,531,812,6
Rhydon,694,812,6
Venonat,864,812,6
Pikachu,1223,812,6
Outland Noctowl,1831,812,6
Graveler,523,813,6
Golem,553,813,6
Rhyhorn,698,813,6
Rhydon,706,813,6
Rhydon,713,813,6
Rhydon,720,813,6
Rhyhorn,727,813,6
Rhydon,734,813,6
Pichu,1198,813,6
Pikachu,1237,813,6
Magnemite,1258,813,6
Outland Noctowl,1857,813,6
Outland Houndoom,1898,813,6
Outland Houndoom,1907,813,6
Outland Houndoom,1913,813,6
Outland Houndoom,1941,813,6
Rhydon,701,814,6
Rhyhorn,717,814,6
Venomoth,840,814,6
Pichu,1216,814,6
Pichu,1230,814,6
Magnemite,1281,814,6
Outland Noctowl,1814,814,6
Outland Noctowl,1819,814,6
Outland Noctowl,1853,814,6
Outland Houndoom,1902,814,6
Outland Houndoom,1936,814,6
Venomoth,874,815,6
Pikachu,1203,815,6
Magnemite,1262,815,6
Magnemite,1267,815,6
Magnemite,1273,815,6
Outland Houndoom,1916,815,6
Golem,540,816,6
Rhydon,697,816,6
Rhyhorn,750,816,6
Outland Noctowl,1829,816,6
Outland Houndoom,1930,816,6
Graveler,547,817,6
Pichu,1222,817,6
Outland Noctowl,1806,817,6
Outland Noctowl,1835,817,6
Outland Noctowl,1842,817,6
Outland Noctowl,1849,817,6
Outland Houndoom,1924,817,6
Outland Houndoom,1935,817,6
Venonat,878,818,6
Pichu,1199,818,6
Outland Noctowl,1811,818,6
Outland Noctowl,1817,818,6
Outland Noctowl,1856,818,6
Golem,558,819,6
Venomoth,855,819,6
Venonat,862,819,6
Beedrill,1129,819,6
Pikachu,1231,819,6
Pichu,1237,819,6
Magnemite,1273,819,6
Magnemite,1278,819,6
Outland Houndoom,1918,819,6
Geodude,655,820,6
Rhyhorn,723,820,6
Rhyhorn,754,820,6
Venonat,843,820,6
Pichu,1206,820,6
Magnemite,1267,820,6
Tyrogue,277,821,6
Hitmonchan,309,821,6
Golem,550,821,6
Pikachu,1216,821,6
Magnemite,1260,821,6
Hitmonchan,293,822,6
Outland Noctowl,1810,822,6
Geodude,643,823,6
Rhydon,735,823,6
Beedrill,1124,823,6
Pikachu,1209,823,6
Pichu,1222,823,6
Pikachu,1227,823,6
Magnemite,1282,823,6
Brave Blastoise,2964,823,6
Geodude,661,824,6
Rhydon,750,824,6
Venonat,853,824,6
Beedrill,1085,824,6
Pichu,1194,824,6
Pichu,1233,824,6
Geodude,650,825,6
Venomoth,863,825,6
Octopus Octillery,2958,825,6
Beedrill,1090,826,6
Pikachu,1205,826,6
Pichu,1214,826,6
Rhyhorn,739,827,6
Venomoth,846,827,6
Beedrill,1097,827,6
Pikachu,1198,827,6
Octopus Octillery,2971,827,6
Rhyhorn,744,828,6
Outland Bellossom,1855,828,6
Geodude,645,829,6
Geodude,659,829,6
Rhyhorn,729,829,6
Brave Blastoise,2946,829,6
Beedrill,1084,830,6
Beedrill,1094,830,6
Beedrill,1127,830,6
Hitmonlee,245,831,6
Venonat,812,831,6
Outland Bellossom,1857,831,6
Octopus Octillery,2936,832,6
Geodude,642,833,6
Geodude,651,833,6
Geodude,665,833,6
Venomoth,905,833,6
Beedrill,1123,833,6
Outland Bellossom,1807,833,6
Geodude,612,835,6
Rhydon,740,835,6
Beedrill,1088,835,6
Hitmonchan,284,836,6
Hitmonchan,300,836,6
Geodude,658,836,6
Geodude,675,836,6
Venonat,820,836,6
Outland Bellossom,1810,836,6
Rhyhorn,725,837,6
Venomoth,900,837,6
Beedrill,1131,837,6
Outland Bellossom,1815,837,6
Outland Bellossom,1853,837,6
Rhyhorn,704,838,6
Rhyhorn,732,838,6
Outland Bellossom,1818,838,6
Outland Quagsire,1946,838,6
Brave Blastoise,2969,838,6
Geodude,637,839,6
Geodude,667,839,6
Rhydon,711,839,6
Venonat,897,839,6
Beedrill,1137,839,6
Outland Girafarig,1927,839,6
Geodude,643,840,6
Rhyhorn,744,840,6
Venomoth,820,840,6
Electrode,1216,840,6
Electrode,1266,840,6
Outland Bellossom,1815,840,6
Outland Bellossom,1821,840,6
Outland Bellossom,1851,840,6
Outland Quagsire,1948,840,6
Brave Blastoise,2939,840,6
Geodude,620,841,6
Electrode,1212,841,6
Electrode,1258,841,6
Outland Girafarig,1924,841,6
Geodude,674,842,6
Venonat,813,842,6
Beedrill,1124,842,6
Beedrill,1144,842,6
Hitmonlee,243,843,6
Pidgeot,525,843,6
Geodude,612,843,6
Geodude,659,843,6
Rhyhorn,709,843,6
Rhyhorn,718,843,6
Beedrill,1129,843,6
Jolteon,1301,843,6
Jolteon,1319,843,6
Outland Bellossom,1819,843,6
Outland Bellossom,1822,843,6
Hitmonlee,258,844,6
Rhydon,724,844,6
Venomoth,903,844,6
Beedrill,1136,844,6
Electrode,1205,844,6
Electrode,1224,844,6
Electrode,1230,844,6
Electrode,1237,844,6
Electrode,1270,844,6
Outland Quagsire,1950,844,6
Geodude,641,845,6
Jolteon,1313,845,6
War Gyarados,2960,845,6
Geodude,630,846,6
Electrode,1218,846,6
Electrode,1256,846,6
Jolteon,1294,846,6
Outland Bellossom,1844,846,6
Outland Bellossom,1850,846,6
Outland Bellossom,1856,846,6
Outland Girafarig,1925,846,6
Geodude,623,847,6
Beedrill,1154,847,6
Beedrill,1164,847,6
Electrode,1208,847,6
Electrode,1213,847,6
Electrode,1232,847,6
Jolteon,1285,847,6
Jolteon,1307,847,6
Outland Bellossom,1817,847,6
Outland Bellossom,1836,847,6
Pidgeot,543,848,6
Beedrill,1141,848,6
Jolteon,1322,848,6
Outland Bellossom,1819,848,6
Outland Bellossom,1822,848,6
Outland Bellossom,1827,848,6
Outland Bellossom,1831,848,6
Outland Bellossom,1841,848,6
Outland Quagsire,1950,848,6
Brave Blastoise,2886,848,6
War Gyarados,2948,848,6
Beedrill,1147,849,6
Electrode,1226,849,6
Electrode,1238,849,6
Electrode,1256,849,6
Jolteon,1316,849,6
Outland Bellossom,1850,849,6
Outland Girafarig,1922,849,6
Hitmonlee,233,850,6
Pidgeot,523,850,6
Pidgeot,528,850,6
Pidgeot,547,850,6
